index,query,result_title,result_summary,expected_tag,llm_tag,llm_reason,confidence,is_correct,case_key,reviewed
86.0,纯实木 橡木 餐桌,北欧简约风家用小户型餐桌推荐,多款高颜值餐桌对比，让餐厅空间更显温馨。,丢词搜不准,丢词搜不准,"1. 宏观领域判断：Query搜索的是'纯实木 橡木 餐桌'，属于家具/家居用品领域；Title是'北欧简约风家用小户型餐桌推荐'，同样属于家具/家居用品领域。双方属于同一个超大行业（家居用品），无跨界问题。
2. 核心诉求与实体分析：Query的核心诉求是寻找特定材质（纯实木、橡木）的餐桌；Title推荐的是特定风格（北欧简约风）、适用场景（家用小户型）的餐桌。
   - 核心实体：都是'餐桌'，未发生替换。
   - 核心诉求/动作：Query强调材质筛选（纯实木、橡木），Title强调风格和场景推荐（北欧简约风、小户型）。诉求从'按材质筛选'偏移为'按风格和场景推荐'，属于诉求/形式偏移。
3. 修饰词检查：Query中的'纯实木'和'橡木'是修饰'餐桌'的具体限制词（材质定语），Title完全丢失了这些材质限制词，转而用'北欧简约风'、'家用小户型'等其他修饰词替代。根据判例7和8，这属于丢失具体限制词（纵向降维），但需注意防坑红线：'餐桌'是主语，'纯实木'和'橡木'是修饰主语的定语，未违反红线。
4. 综合判断：虽然诉求有偏移（从材质筛选到风格场景推荐），但更关键的是Query的材质限制词（纯实木、橡木）被完全丢失，而Title未提供任何材质信息。这符合类别C【丢词搜不准】的定义：主语（餐桌）和动作（搜索/推荐）没变，但丢失了修饰主语的具體限制词（材质）。参考判例8（婴儿浴巾变家用成人浴巾），这里'纯实木 橡木'是类似'婴儿'的具体限制词。",95,True,纯实木 橡木 餐桌 || 北欧简约风家用小户型餐桌推荐 || 多款高颜值餐桌对比，让餐厅空间更显温馨。,
91.0,宝马 3系 落地价,奥迪 A4L 最新终端成交价及购车指南,豪华B级车性价比之选，帮你算清各项购车明细。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query“宝马3系落地价”与Title“奥迪A4L最新终端成交价及购车指南”均属于汽车行业/豪华B级车领域，宏观领域一致，无跨界或多义词问题。第二步：核心诉求与实体二维判断。用户核心诉求均为获取豪华B级车的落地价/成交价信息（核心动作：查询价格），但核心实体从“宝马3系”被替换为“奥迪A4L”，属于同分类下的兄弟实体（竞品替换）。符合类别A【推荐同领域内容】定义：核心诉求（查价格）未变，仅实体发生同级替换。第三步：严苛修饰词检查。Query无具体年份、型号等修饰词丢失，主语“宝马3系”完整保留，未触发丢词条件。综上，判定为【推荐同领域内容】。,95,True,宝马 3系 落地价 || 奥迪 A4L 最新终端成交价及购车指南 || 豪华B级车性价比之选，帮你算清各项购车明细。,
93.0,网易云 音乐 下载,QQ音乐 安卓手机版官方正版下载,千万正版曲库，无损音质体验，支持听歌识曲。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query'网易云音乐下载'与Title'QQ音乐安卓手机版官方正版下载'均属于【数字音乐/音乐流媒体】超大行业，领域一致。
2. 核心诉求与实体分析：用户核心诉求是【下载音乐应用】，核心实体是【网易云音乐】。Title提供的是【QQ音乐】下载，属于同分类下的竞品替换（音乐流媒体应用）。用户的核心动作（下载应用）未变，仅实体从网易云音乐变为QQ音乐。
3. 修饰词检查：Query无具体限制词（如版本号、年份），不存在丢词情况。
4. 结论：符合类别A【推荐同领域内容】定义——核心诉求（下载音乐应用）不变，仅核心实体发生竞品替换。",95,True,网易云 音乐 下载 || QQ音乐 安卓手机版官方正版下载 || 千万正版曲库，无损音质体验，支持听歌识曲。,
89.0,笔记本 电脑 轻薄本,高性价比游戏笔记本电脑推荐榜单,满血RTX显卡加持，畅玩3A大作毫不卡顿。,丢词搜不准,推荐场景衍生内容,"第一步：宏观领域判断。Query '笔记本 电脑 轻薄本' 与 Title/Summary '高性价比游戏笔记本电脑推荐榜单' 都属于【消费电子/电脑设备】超大行业，宏观领域一致。
第二步：核心诉求与实体二维判断。Query的核心诉求是寻找轻薄型笔记本电脑（强调便携性），核心实体是笔记本电脑。Title/Summary的核心诉求是推荐游戏笔记本电脑（强调高性能游戏体验），核心实体也是笔记本电脑。虽然实体类别相同（都是笔记本电脑），但用户的核心诉求从'轻薄便携'偏移到了'高性能游戏'，这是明显的诉求/形式偏移。
第三步：严苛修饰词检查。Query中的'轻薄本'是核心诉求的关键修饰词，Title/Summary完全丢失了这个限制条件，但这不是简单的修饰词丢失，而是核心诉求的根本性改变。根据防坑红线，'轻薄本'在这里不是对'笔记本电脑'的简单修饰，而是定义了产品类型和用户需求。
综合判断：这属于【核心实体】相同（笔记本电脑），但【核心动作/诉求】从'寻找轻薄便携电脑'偏移到'寻找高性能游戏电脑'，符合类别B【推荐场景衍生内容】的定义。",95,False,笔记本 电脑 轻薄本 || 高性价比游戏笔记本电脑推荐榜单 || 满血RTX显卡加持，畅玩3A大作毫不卡顿。,
94.0,肯德基 优惠券 领取,麦当劳 每周一穷鬼套餐薅羊毛攻略,教你如何利用微信小程序领取汉堡薯条半价折扣。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：查询'肯德基 优惠券 领取'与结果'麦当劳 每周一穷鬼套餐薅羊毛攻略'都属于【快餐/餐饮行业】，宏观领域一致。
2. 核心诉求与实体分析：用户的核心诉求是'领取优惠券'，结果的核心诉求是'薅羊毛攻略'（获取优惠方法），两者诉求高度一致（获取餐饮优惠）。核心实体从'肯德基'变为'麦当劳'，属于同分类下的兄弟实体（快餐品牌竞品替换）。
3. 修饰词检查：查询没有丢失具体限制词（如特定时间、地点），主语从肯德基变为麦当劳属于实体替换，不是修饰词丢失。
4. 综合判定：符合类别A【推荐同领域内容】的定义——核心动作/诉求（获取餐饮优惠）没变，仅核心实体被替换为同分类下的竞品（肯德基变麦当劳）。",95,True,肯德基 优惠券 领取 || 麦当劳 每周一穷鬼套餐薅羊毛攻略 || 教你如何利用微信小程序领取汉堡薯条半价折扣。,
92.0,腾讯 视频 VIP 会员,爱奇艺 黄金VIP 充值打折优惠渠道,全网最低价开通视频会员，海量热剧抢先看。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query为'腾讯视频VIP会员'，Title为'爱奇艺黄金VIP充值打折优惠渠道'，两者都属于【视频平台会员服务】这一超大行业/超大类目，宏观领域一致。
2. 核心诉求与实体分析：用户的核心诉求是获取视频平台的VIP会员服务（核心动作：获取会员）。Query的核心实体是'腾讯视频'，Title的核心实体是'爱奇艺'。两者都是视频平台，属于同分类下的兄弟实体（竞品替换）。用户的【核心动作/诉求】没变（都是获取会员），仅仅是【核心实体】从腾讯视频替换为爱奇艺。
3. 修饰词检查：Query中的'VIP会员'与Title中的'黄金VIP'本质相同（都是会员类型），'充值打折优惠渠道'是Title的附加信息，不影响核心实体替换的判断。没有发生主语丢失或修饰词丢失的情况。
4. 结论：符合【推荐同领域内容（平行实体替换）】的定义，即用户核心诉求不变，仅核心实体被替换为同分类下的竞品（腾讯视频→爱奇艺）。参考判例3（剪映教程→PR教程）的竞品替换逻辑。",95,True,腾讯 视频 VIP 会员 || 爱奇艺 黄金VIP 充值打折优惠渠道 || 全网最低价开通视频会员，海量热剧抢先看。,
95.0,索尼 微单 推荐,佳能 半画幅微单新手入门购机推荐,人像直出色彩无敌，最适合小白的第一台相机。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：查询'索尼微单推荐'与结果'佳能半画幅微单新手入门购机推荐'都属于【数码相机/摄影器材】超大行业，领域一致。
2. 核心诉求与实体分析：用户核心诉求是'推荐微单相机'，结果也提供了'微单购机推荐'，核心动作/诉求完全一致。核心实体从'索尼'变为'佳能'，这是同分类下的竞品替换（都是相机品牌）。
3. 修饰词检查：查询没有具体限制词（如型号、年份），结果增加了'半画幅'、'新手入门'等修饰，但这是结果的扩展信息，查询本身没有丢失任何限制词。
4. 边界判断：严格符合'同领域'定义——核心任务目标（推荐微单）完全一致，仅具体对象发生同级竞品替换（索尼变佳能）。无模糊边界。",95,True,索尼 微单 推荐 || 佳能 半画幅微单新手入门购机推荐 || 人像直出色彩无敌，最适合小白的第一台相机。,
97.0,雅诗兰黛 小棕瓶,兰蔻 小黑瓶肌底液长期使用深度评测,抗老修护维稳必备，来看看它到底值不值得买。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query'雅诗兰黛 小棕瓶'和Title'兰蔻 小黑瓶肌底液'都属于护肤品/化妆品行业，具体是精华液/肌底液品类，宏观领域一致。第二步：核心诉求与实体判断。用户核心诉求是寻找特定产品（雅诗兰黛小棕瓶）的信息，Title提供的是竞品（兰蔻小黑瓶）的评测。核心动作（寻找产品信息/评测）未变，核心实体从雅诗兰黛小棕瓶替换为兰蔻小黑瓶，属于同分类下的竞品替换。第三步：修饰词检查。Query中的'雅诗兰黛'和'小棕瓶'都是核心实体组成部分，并非修饰词丢失。根据判定大纲，这符合'推荐同领域内容（平行实体替换）'中的竞品替换判例（如剪映变PR）。,95,True,雅诗兰黛 小棕瓶 || 兰蔻 小黑瓶肌底液长期使用深度评测 || 抗老修护维稳必备，来看看它到底值不值得买。,
96.0,原神 角色 强度 榜,崩坏星穹铁道 V2.0 角色配队排行榜,深渊混沌满星必看，T0级别主C与辅助角色解析。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query《原神 角色 强度 榜》与Title《崩坏星穹铁道 V2.0 角色配队排行榜》都属于【游戏】这个超大行业/超大类目，宏观领域一致。
2. 核心诉求与实体分析：Query的核心诉求是获取《原神》这款游戏的角色强度排名信息，核心实体是《原神》。Title提供的是《崩坏星穹铁道》这款游戏的角色配队信息。虽然两款游戏同属米哈游开发的二次元风格游戏，但它们是不同的游戏IP、不同的世界观、不同的角色体系。用户的核心诉求（获取特定游戏的角色强度信息）没有改变，但核心实体从《原神》被替换成了《崩坏星穹铁道》。
3. 严格区分原则：根据【核心原则】，这属于“同领域”中的“竞品替换”情况。用户的【核心任务目标】（获取游戏角色强度/配队信息）完全一致，仅【具体对象】发生了同级替换（从《原神》替换为《崩坏星穹铁道》）。
4. 排除其他可能性：
   - 不属于“场景衍生”，因为用户的核心诉求（获取角色强度/配队信息）没有发生偏移。
   - 不属于“丢词搜不准”，因为丢失的是核心实体（主语），而不是修饰词。
   - 不属于“query理解有误”，因为不存在一词多义导致的概念偷换。
   - 不属于“完全不相关”，因为两者同属游戏领域。
5. 结论：符合【推荐同领域内容（平行实体替换）】的定义，属于竞品替换的典型案例。",95,True,原神 角色 强度 榜 || 崩坏星穹铁道 V2.0 角色配队排行榜 || 深渊混沌满星必看，T0级别主C与辅助角色解析。,
98.0,农夫山泉 矿泉水,景田 百岁山矿泉水水源地独家揭秘,水中贵族到底贵在哪？探访天然优质水源保护区。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query为'农夫山泉 矿泉水'，Title为'景田 百岁山矿泉水水源地独家揭秘'。两者都属于【饮品/瓶装水】这一超大行业，宏观领域一致，无跨界或多义词问题。第二步：核心诉求与实体二维判断。Query的核心诉求是了解或寻找'农夫山泉'这一特定品牌的矿泉水，核心实体是'农夫山泉'。Title提供的是'景田 百岁山'这一不同品牌的矿泉水信息，核心实体从'农夫山泉'替换为'景田 百岁山'。用户的【核心动作/诉求】（了解矿泉水）没有变化，仅【核心实体】被替换为同分类下的其他兄弟实体（竞品替换）。这符合类别A【推荐同领域内容（平行实体替换）】的定义，如判例3'剪映教程'变'PR教程'。第三步：严苛修饰词检查。Query无具体年份、型号、地域等修饰词，不存在丢词问题。因此，归因为'推荐同领域内容'。置信度较高，因为实体替换明确且同领域关系清晰。,95,True,农夫山泉 矿泉水 || 景田 百岁山矿泉水水源地独家揭秘 || 水中贵族到底贵在哪？探访天然优质水源保护区。,
102.0,顺丰 快递 单号 查询,中通 快递 实时物流轨迹跟踪查询,输入运单号即可获取包裹最新动态，极速送达。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query“顺丰快递单号查询”与Title“中通快递实时物流轨迹跟踪查询”均属于【快递物流服务】这一超大行业，领域一致。
2. 核心诉求与实体分析：用户的核心诉求是“查询快递单号/物流信息”，动作未变（查询）。核心实体从“顺丰”替换为“中通”，属于同分类下的兄弟实体（不同快递公司），符合【平行实体替换】。
3. 修饰词检查：未丢失具体限制词（如单号、年份等），主语（快递公司）替换属于实体替换，非丢词。
4. 结论：符合【推荐同领域内容（平行实体替换）】定义，如判例3“剪映教程→PR教程”的竞品替换逻辑。",95,True,顺丰 快递 单号 查询 || 中通 快递 实时物流轨迹跟踪查询 || 输入运单号即可获取包裹最新动态，极速送达。,
99.0,英雄联盟 S14 赛事,DOTA2 TI国际邀请赛总决赛精彩集锦,神级拉扯与绝地翻盘，见证电竞最高荣誉的诞生。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query为'英雄联盟 S14 赛事'，属于电子竞技领域；Title为'DOTA2 TI国际邀请赛总决赛精彩集锦'，也属于电子竞技领域。两者同属【超大行业/超大类目】电子竞技，无跨界。
2. 核心诉求与实体分析：Query的核心诉求是观看/了解英雄联盟S14赛季的赛事内容，核心实体是'英雄联盟S14赛事'；Title提供的是DOTA2 TI国际邀请赛的集锦，核心实体是'DOTA2 TI赛事'。两者核心诉求（观看电竞赛事）一致，但核心实体从英雄联盟替换为DOTA2，属于同分类下的兄弟实体替换（不同游戏）。
3. 修饰词检查：Query中的'S14'是具体赛季修饰词，Title中未体现该修饰词，但核心实体已完全替换，不属于单纯丢失修饰词的情况。
4. 分类判定：根据判例3（剪映教程→PR教程，竞品替换判同领域），此案例符合【推荐同领域内容（平行实体替换）】定义：核心动作/诉求（观看电竞赛事）没变，核心实体从英雄联盟替换为同分类下的兄弟实体DOTA2（竞品游戏）。",95,True,英雄联盟 S14 赛事 || DOTA2 TI国际邀请赛总决赛精彩集锦 || 神级拉扯与绝地翻盘，见证电竞最高荣誉的诞生。,
103.0,飞天茅台 价格 走势,五粮液 普五 第八代最新终端市场报价,浓香型白酒标杆，逢年过节送礼硬通货价格盘点。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query'飞天茅台 价格 走势'与Title'五粮液 普五 第八代最新终端市场报价'均属于白酒行业，宏观领域一致，无跨界或多义词问题。第二步：核心诉求与实体二维判断。用户核心诉求是查询特定品牌产品（飞天茅台）的价格走势，属于【查询价格信息】动作。返回结果替换了核心实体（从茅台变为五粮液），但用户核心动作（查询价格信息）未变。根据判定大纲，这属于【核心动作没变，核心实体被替换为同分类下的兄弟实体（竞品替换）】，符合类别A'推荐同领域内容（平行实体替换）'的判例3（剪映变PR）。第三步：严苛修饰词检查。Query中的'飞天茅台'是核心主语实体，不是修饰词/定语，因此不涉及丢词搜不准问题。综上，应归类为'推荐同领域内容'。,95,True,飞天茅台 价格 走势 || 五粮液 普五 第八代最新终端市场报价 || 浓香型白酒标杆，逢年过节送礼硬通货价格盘点。,
104.0,泰诺 退烧药 说明书,布洛芬 缓释 胶囊 用量用法与禁忌症,发烧头痛怎么吃？药师为你解读非甾体抗炎药用药规范。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query中的'泰诺'是退烧药品牌，Title中的'布洛芬'也是退烧药品牌，两者都属于【药品/医药】超大行业，宏观领域一致。第二步：核心诉求与实体二维判断。Query的核心诉求是获取'泰诺'这个特定退烧药的说明书，核心实体是'泰诺'。Title提供的是'布洛芬'的用量用法信息，核心实体从'泰诺'替换为'布洛芬'。两者都是退烧药（非甾体抗炎药），属于同分类下的兄弟实体（竞品替换），用户的【核心动作/诉求】没变（都是获取药品使用信息），仅【核心实体】发生同级替换。这符合类别A【推荐同领域内容（平行实体替换）】的定义，如判例3'剪映教程'变'PR教程'（竞品替换）。第三步：检查修饰词丢失。Query没有丢失修饰词（如'泰诺'是主语，不是修饰词），不涉及类别C。因此，判定为【推荐同领域内容】。,95,True,泰诺 退烧药 说明书 || 布洛芬 缓释 胶囊 用量用法与禁忌症 || 发烧头痛怎么吃？药师为你解读非甾体抗炎药用药规范。,
100.0,知乎 网页版 登录,百度 贴吧 网页版 官方入口链接,全球最大的中文社区，寻找志同道合的兴趣圈子。,推荐同领域内容,推荐同领域内容,第一步：宏观领域判断。Query是'知乎 网页版 登录'，核心是知乎平台的网页版登录功能。Title是'百度 贴吧 网页版 官方入口链接'，核心是百度贴吧的网页版入口。两者都属于互联网社区/社交平台这个超大行业，宏观领域一致。第二步：核心诉求与实体二维判断。Query的核心实体是'知乎'，核心动作/诉求是'登录'（访问账户）。Title的核心实体是'百度贴吧'，核心动作/诉求是'官方入口链接'（访问平台）。虽然动作都涉及网页版访问，但核心实体从知乎变成了百度贴吧，这是同分类下（中文社区平台）的兄弟实体替换。根据判例2（周杰伦演唱会→林俊杰演唱会）和判例3（剪映教程→PR教程），这符合'核心动作/诉求没变，仅核心实体被替换'的定义，属于推荐同领域内容。第三步：检查修饰词丢失。Query有'登录'，Title是'官方入口链接'，'登录'是更具体的动作，但丢失的是核心实体（知乎→百度贴吧），不是修饰词。根据红线，丢了主语（知乎）不算丢词搜不准。综上，归因为推荐同领域内容。,95,True,知乎 网页版 登录 || 百度 贴吧 网页版 官方入口链接 || 全球最大的中文社区，寻找志同道合的兴趣圈子。,
101.0,哔哩哔哩 动画 官网,抖音 短视频 热门趋势榜单与推荐机制,掌握流量密码，解析今年最火的短视频赛道玩法。,推荐同领域内容,推荐场景衍生内容,"1. 第一步：宏观领域跨界与多义词排雷。Query是'哔哩哔哩 动画 官网'，核心是B站动画官网；Title是'抖音 短视频 热门趋势榜单与推荐机制'，核心是抖音短视频趋势。两者都属于【互联网内容平台/视频平台】这个超大行业，宏观领域一致，不存在跨界或多义词问题。
2. 第二步：核心诉求与实体的二维判断。Query的核心诉求是查找B站动画的官方网站（可能是访问或了解官网信息），核心实体是'哔哩哔哩动画官网'；Title的核心诉求是解析抖音短视频的热门趋势和推荐机制，核心实体是'抖音短视频趋势'。这里核心实体从B站变为了抖音（竞品替换），但核心诉求也从'查找官网'偏移为'解析趋势机制'，发生了明显变化。根据原则，这不符合'同领域'（核心任务目标完全一致），而是宏观领域一致但任务/动作偏移，属于场景衍生。
3. 第三步：严苛修饰词丢失检查。Query没有丢失修饰词（如具体年份或型号），主语'哔哩哔哩动画官网'在Title中完全被替换，不属于丢词搜不准。
4. 综合判断：宏观领域一致，但核心诉求和核心实体都发生了偏移（从查找官网到解析趋势），符合'场景衍生'定义。无低置信度标记，因为边界清晰。",95,False,哔哩哔哩 动画 官网 || 抖音 短视频 热门趋势榜单与推荐机制 || 掌握流量密码，解析今年最火的短视频赛道玩法。,
105.0,喜茶 多肉葡萄 新品,奈雪的茶 当季限定 霸气草莓系列饮品,新鲜水果与名优茶底的完美碰撞，现制茶饮新标杆。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query中的'喜茶'和Title中的'奈雪的茶'都属于【新式茶饮/现制茶饮】超大行业，领域一致。
2. 核心诉求与实体分析：Query的核心诉求是查找'喜茶'品牌下'多肉葡萄'这一具体产品的新品信息；Title提供的是'奈雪的茶'品牌下'霸气草莓系列'的当季限定产品。
   - 核心实体：品牌从'喜茶'变为'奈雪的茶'（同领域竞品替换），产品从'多肉葡萄'变为'霸气草莓系列'（同领域产品替换）。
   - 核心诉求：都是查找特定品牌的具体茶饮产品信息，诉求未发生偏移。
3. 修饰词检查：Query中的'新品'与Title中的'当季限定'在时间维度上存在差异，但这是产品属性描述而非核心限制词丢失。核心实体（品牌和产品系列）已发生替换，符合'同领域内容'的平行实体替换特征。
4. 结论：符合类别A【推荐同领域内容】定义——用户查找特定茶饮品牌产品的核心诉求未变，仅核心实体（品牌和产品）被替换为同分类下的兄弟实体（竞品品牌和同类产品）。",95,True,喜茶 多肉葡萄 新品 || 奈雪的茶 当季限定 霸气草莓系列饮品 || 新鲜水果与名优茶底的完美碰撞，现制茶饮新标杆。,
108.0,欢乐斗地主 手机版,欢乐麻将 官方正版APP安卓极速下载,血流成河、大众麻将多种玩法，腾讯棋牌经典之作。,推荐同领域内容,推荐同领域内容,"1. 宏观领域判断：Query'欢乐斗地主 手机版'与Title'欢乐麻将 官方正版APP安卓极速下载'都属于【棋牌游戏】超大行业，领域一致。
2. 核心诉求与实体分析：用户核心诉求是获取特定棋牌游戏'欢乐斗地主'的手机版下载/信息，但结果提供了另一款棋牌游戏'欢乐麻将'。核心实体从'欢乐斗地主'替换为'欢乐麻将'，两者均为腾讯棋牌游戏下的兄弟实体（同分类竞品）。用户核心动作（获取游戏下载/信息）未变。
3. 修饰词检查：Query中的'手机版'在结果中对应'安卓极速下载'，形式匹配，未丢失关键限制词。
4. 结论：符合类别A【推荐同领域内容（平行实体替换）】定义——核心诉求不变，仅核心实体被替换为同分类兄弟实体（竞品替换）。",95,True,欢乐斗地主 手机版 || 欢乐麻将 官方正版APP安卓极速下载 || 血流成河、大众麻将多种玩法，腾讯棋牌经典之作。,
111.0,小米 14 外观 图赏,小米 14 掉电严重发热怎么售后解决,遇到品控翻车别慌，手把手教你走官方换机流程。,推荐场景衍生内容,推荐场景衍生内容,第一步：宏观领域判断。Query'小米14外观图赏'与Title'小米14掉电严重发热怎么售后解决'都属于智能手机领域，宏观领域一致，不存在跨界或多义词问题。第二步：核心诉求与实体分析。Query的核心实体是'小米14'，Title的核心实体也是'小米14'，实体未变。Query的核心诉求是'查看外观图片欣赏'（视觉展示），Title的核心诉求是'解决硬件故障的售后流程'（问题解决），核心动作/诉求发生了明显偏移。第三步：修饰词检查。Query中的'外观图赏'是核心诉求的一部分，不是修饰主语的定语，因此不涉及丢词搜不准。根据判定大纲，这属于【核心实体未变，但核心诉求/动作发生偏移】，符合类别B'推荐场景衍生内容'的判例（如判例4从找导演变找作品集）。,95,True,小米 14 外观 图赏 || 小米 14 掉电严重发热怎么售后解决 || 遇到品控翻车别慌，手把手教你走官方换机流程。,
109.0,买 海尔 冰箱,冰箱压缩机频繁启动不制冷怎么修,家电维修师傅教你排查故障，几招搞定冰箱罢工。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query是'买海尔冰箱'，属于家电购买领域；Title是'冰箱压缩机频繁启动不制冷怎么修'，属于家电维修领域。两者都属于家电这个超大行业/超大类目，没有跨界。
2. 核心诉求与实体分析：Query的核心诉求是'购买'（消费行为），核心实体是'海尔冰箱'（特定品牌产品）。Title的核心诉求是'维修'（故障处理），核心实体是'冰箱'（泛化品类）。虽然实体有一定关联（都涉及冰箱），但用户的【核心动作/诉求】发生了根本性偏移：从购买新商品变成了维修故障设备。
3. 修饰词检查：Query中的'海尔'是品牌限定词，Title中丢失了这个品牌限定，但更重要的是诉求发生了本质变化。根据红线原则，'海尔'在这里是主语的修饰定语，不是主语本身（主语是'冰箱'），但核心问题不是丢词，而是诉求偏移。
4. 最终判定：这符合类别B【推荐场景衍生内容】的定义——宏观领域一致（家电），但用户要解决的问题从'购买'偏移到了'维修'，属于明显的诉求/形式偏移。",95,True,买 海尔 冰箱 || 冰箱压缩机频繁启动不制冷怎么修 || 家电维修师傅教你排查故障，几招搞定冰箱罢工。,
113.0,周杰伦 演唱会 门票,周杰伦官方周边应援棒荧光棒购买链接,看演唱会必备打call神器，支持场控变色。,推荐场景衍生内容,推荐场景衍生内容,第一步：宏观领域判断。Query是'周杰伦 演唱会 门票'，Title是'周杰伦官方周边应援棒荧光棒购买链接'。两者都属于【娱乐/演唱会】这个超大行业，没有跨界。第二步：核心诉求与实体二维判断。Query的核心实体是'周杰伦演唱会'，核心动作/诉求是'购买门票'。Title的核心实体仍然是'周杰伦演唱会'（没变），但核心动作/诉求从'购买门票'偏移到了'购买周边应援棒'。这符合类别B【推荐场景衍生内容】的定义：核心实体没变，但用户要做的核心动作/诉求发生了明显偏移（从购票变购物）。第三步：严苛修饰词检查。Query没有丢失修饰词，主语'周杰伦演唱会'在Title中保留，只是诉求变了。因此，这属于场景衍生，不是丢词搜不准。,95,True,周杰伦 演唱会 门票 || 周杰伦官方周边应援棒荧光棒购买链接 || 看演唱会必备打call神器，支持场控变色。,
107.0,燕麦片 早餐 做法,无糖全麦面包健康减脂早餐搭配推荐,碳水控制期的最佳选择，饱腹感强又营养。,推荐同领域内容,推荐场景衍生内容,"1. 宏观领域判断：Query'燕麦片 早餐 做法'与Title'无糖全麦面包健康减脂早餐搭配推荐'均属于【食品/早餐/健康饮食】超大行业，领域一致。
2. 核心诉求与实体分析：Query核心诉求是'做法'（如何制作），核心实体是'燕麦片'；Title核心诉求是'搭配推荐'（成品组合建议），核心实体是'无糖全麦面包'。
   - 实体变化：燕麦片（谷物制品）→ 无糖全麦面包（烘焙制品），两者虽同属早餐食品，但属于不同细分品类。
   - 诉求变化：'做法'（制作方法）→ '搭配推荐'（食用组合），用户要解决的任务从'如何制作'偏移为'如何搭配食用'。
3. 严苛修饰词检查：Query无具体修饰词（如'即食燕麦片'），Title也无对应修饰词丢失。
4. 综合判定：实体从燕麦片变为全麦面包（同领域平行替换），但核心诉求从'做法'变为'搭配推荐'发生明显偏移。根据判例4（找导演变作品集）和判例6（看皮肤变解析技能）的类比，这属于【核心动作/诉求】偏移，符合'场景衍生'定义。
5. 置信度评估：边界清晰，无模糊情况。",95,False,燕麦片 早餐 做法 || 无糖全麦面包健康减脂早餐搭配推荐 || 碳水控制期的最佳选择，饱腹感强又营养。,
112.0,怎么 贴 手机膜 教程,华强北钢化膜进货渠道与暴利揭秘,一张膜成本只要几毛钱？揭开手机配件行业的底裤。,推荐场景衍生内容,推荐场景衍生内容,"第一步：宏观领域判断。Query是'怎么贴手机膜教程'，核心诉求是学习贴手机膜的操作方法；Title是'华强北钢化膜进货渠道与暴利揭秘'，核心内容是揭露手机膜行业的进货渠道和利润内幕。两者都属于手机配件/手机膜这个超大行业领域，没有跨界，也没有一词多义问题。
第二步：核心诉求与实体二维判断。Query的核心实体是'手机膜'，核心动作/诉求是'贴教程'（学习操作方法）；Title的核心实体也是'手机膜'（钢化膜），但核心动作/诉求从'学习贴膜操作'偏移为'了解进货渠道和行业利润'。这符合类别B【推荐场景衍生内容】的定义：核心实体没变（都是手机膜），但用户要做的核心动作/诉求发生了明显偏移（从操作教程变为行业揭秘）。
第三步：严苛修饰词检查。Query没有丢失具体限制词（如年份、型号等），主语（手机膜）和动作（贴教程）都保留，不符合丢词搜不准的条件。
最终判定：属于【推荐场景衍生内容】，因为宏观领域一致，但核心诉求从'学习贴膜操作'偏移为'了解行业信息'。",95,True,怎么 贴 手机膜 教程 || 华强北钢化膜进货渠道与暴利揭秘 || 一张膜成本只要几毛钱？揭开手机配件行业的底裤。,
115.0,考研 官网 报名 入口,考研辅导机构哪家强？海文vs文都对比,报班防坑指南，告诉你如何选择靠谱的政治英语培训班。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query涉及考研报名官方入口，属于教育考试领域；Title/Summary涉及考研辅导机构对比，属于教育培训领域。两者同属教育大类，宏观领域一致。
2. 核心诉求分析：Query的核心诉求是找到官方报名入口（具体动作：报名入口查询）；Title/Summary的核心诉求是辅导机构对比选择（具体动作：机构对比/报班指南）。
3. 实体与动作变化：核心实体从“考研官网”变为“考研辅导机构”，核心动作从“找报名入口”变为“找机构对比”。
4. 分类判断：根据判定大纲，这属于【核心实体】和【核心动作/诉求】都发生了明显偏移，符合“场景衍生内容”的定义（宏观领域一致，但用户要解决的问题发生了偏移）。
5. 排除其他类别：不属于完全不相关（同领域）、丢词搜不准（没有丢失修饰词）、query理解有误（无多义词歧义）、推荐同领域内容（核心诉求已改变）。",95,True,考研 官网 报名 入口 || 考研辅导机构哪家强？海文vs文都对比 || 报班防坑指南，告诉你如何选择靠谱的政治英语培训班。,
